48,29,77,78,45,65,13,42,6,93,22,7,12,87,34,26,19,39,40,52,27,38,67,86,76,75,85,84,94,101,57,102,103,95,79,98,97,89,88,69,105,68,80,70,81,71,60,72,63,53,100,83
85,14,98,12,63,7,28,53,41,49,40,27,11,19,18,52,51,39,106,54,42,55,56,38,43,67,68,79,78,88,87,96,69,80,70,86,95,81,71,94,102,17,5,72,82,2,101,3,100
34,-1,100,87,95,97,9,96,12,66,60,39,82,98,18,7,31,40,11,13,22,20,76,77,99,65,26,106,101,38,23,37,6,53
1,41,68,7,87,33,39,104,64,45,80,52,63,22,51,105,65,96,6,48,76,46,81,84,88,57,95,69,79,50,27,8,86,19,17,11,91,9,103,32,62
11,-1,49,74,98,56,94,100,60,84,23,52,33,28,90,3,24,1,93,92,7,6,18,19,64,63,39,40
50,2,75,48,89,94,33,69,86,26,96,87,95,3,63,76,85,51,106,97,88,100,62,37,24,98,90,45,27,72,38,18,17,64,74,99,91,102,103
70,-1,37,23,51,19,64,87,84,8,94,46,97,90,106,41,103,79,95,13,96,105,98,104,38,17,52,57,74,21,85
23,-1,19,1,87,8,64,46,70,57,51,79,76,97,53,106,93,58,82,69,77,88,3,4,81,14,31,33,73,98
43,85,93,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,46,45,48,47,50,49,51,52,53,54,57,55,56,58,60,59,61,62,63,64,65,66,67,68,70,69,71,72,73,74,75,76,77,78,79,80,82,81,83,84,86,87,88,89,90,91,92,94,95,96,98,97,99,100,101,102,104,103
92,-1,1,2,3,4,5,6,7,8,9,10,11,12,61,13,14,16,15,18,17,19,20,23,21,22,24,26,25,27,28,29,30,31,32,35,33,34,36,39,37,40,38,41,42,45,43,44,46,49,47,48,50,51,52,54,53,55,56,59,57,58,60,62
1,2,49,3,4,5,9,6,16,7,25,8,36,10,100,11,37,12,92,13,50,14,62,15,73,17,83
49,1,2,3,4,61,5,6,7,8,9,10,11,12,13,15,14,19,16,17,18,24,20,28,21,26,22,27,23,35,25,37,29,48
100,48,43,27,45,12,20,75,66,103,19,35,13,24,7,93,3,97,1,53,98,67,89,18,77,96,106,22,30,56,78,16,54,74,41,49,79
85,43,72,66,105,45,71,29,11,79,73,39,8,38,70,40,65,37,69,68,23,54,42,89,99,98,50,106,15,53,97,67
85,-1,52,3,15,12,59,30,21,20,1,47,79,53,65,64,98,75,94,4,93,86,95,6,41,87,96,88,97,89,90,80,81,71,70,100,92,60,46,34,33,23,14,22,13,32,31,44,42,40,29,28,69,56,67,55,54,66,76,77,18,19,83,63,73,62,82,61,5,2
36,30,21,31,48,59,20,60,32,44,29,45,41,3,34,61,49,33,23,22,14,13,7,12,6,11,5,10,46,58,47,86,84,93,85,94,77,76,66,88,100,92,87,96,95,102,103,65,54,28,40,39,52,51,63,62,73,104,19,18,79,78,68,67,56,55,43,42
50,-1,20,37,87,12,60,13,15,19,22,14,23,8,9,1,76,40,84,27,70,54,79,49,46,100,83,94,103,69,80,59,58,26,82,78,88,85,75,77,86,33,34,71,81,16,95
